Wahlkreiscode,Wahlkreis,AfDShare2017,AvgNetFortzuege2014-2017,FortzuegeProzentFrom2013Population,Arbeitslos,EastWest,Ausbildung
9574,"N�rnberger Land, Landkreis",11.432681729711433,-282.8333333333333,-0.17141414141414124,0.013937980112163626,0,0.002920731419953815
5154,"Kleve, Kreis",6.931372198165313,-520.3888888888889,-0.17191685735911327,0.03254409355222154,0,0.003648922157612362
8135,"Heidenheim, Landkreis",13.280208717352465,-221.22222222222223,-0.17290145311904317,0.025301880217565867,0,0.0032119752132478826
9171,"Alt�tting, Landkreis",13.609765612301292,-186,-0.17388865516757818,0.018497707045623448,0,0.002865739817651217
9271,"Deggendorf, Landkreis",18.383537680114166,-204.83333333333334,-0.17753855576935312,0.015841200596255715,0,0.0027589459411660675
9176,"Eichst�tt, Landkreis",14.741645147541805,-223.88888888888889,-0.17789007364560785,0.008196223204654908,0,0.002224146574905428
9188,"Starnberg, Landkreis",8.791642026414351,-235.16666666666666,-0.17977591079241542,0.01338300933269394,0,0.004010476225607732
8315,"Breisgau-Hochschwarzwald, Landkreis",9.252682851099339,-450.1666666666667,-0.179968044178457,0.016607915245517427,0,0.00309902631428517
9373,"Neumarkt i.d.OPf., Landkreis",12.04971404520809,-231.61111111111111,-0.18119248909541963,0.010584723018003075,0,0.002896474774584602
1053,"Herzogtum Lauenburg, Landkreis",10.218959343464629,-345.05555555555554,-0.18252754958160614,0.0285249446637494,0,0.0030702693880881706
9182,"Miesbach, Landkreis",11.375842369924401,-175.88888888888889,-0.1831241229881505,0.013650707235681375,0,0.0021010394297754794
9180,"Garmisch-Partenkirchen, Landkreis",12.643081125795963,-156.66666666666666,-0.18335810618384976,0.017333106460212126,0,0.003906755147183937
9279,"Dingolfing-Landau, Landkreis",18.299781477828702,-169.83333333333334,-0.183474675453285,0.016320397366196743,0,0.002500234788325281
6440,Wetteraukreis,12.296829971181557,-545.7222222222222,-0.18473508578718983,0.02278980190755686,0,0.005120008384865318
8235,"Calw, Landkreis",15.210773377951291,-282.6666666666667,-0.1866267003827167,0.01814843988210184,0,0.002700985872548023
9774,"G�nzburg, Landkreis",15.971793210481113,-227.72222222222223,-0.18867420811147195,0.012632610284374271,0,0.0037472192998658843
9778,"Unterallg�u, Landkreis",15.33706387354425,-261.72222222222223,-0.1903655859752572,0.01062829722752273,0,0.0022533393197889775
12069,"Potsdam-Mittelmark, Landkreis",15.367174229555932,-392,-0.19073569482288827,0.025922312793718986,1,0.0029707242488767154
9173,"Bad T�lz-Wolfratshausen, Landkreis",11.915311311365897,-236.66666666666666,-0.1938016235662775,0.013209872641658503,0,0.003804948961855703
12064,"M�rkisch-Oderland, Landkreis",20.832329559142376,-366.5,-0.19529168531662297,0.034796626598452216,1,0.0021905339491294367
8327,"Tuttlingen, Landkreis",14.110266954764061,-269.1666666666667,-0.2020801113129826,0.01543792190649727,0,0.002596899502858742
12065,"Oberhavel, Landkreis",19.33737463150158,-416.1111111111111,-0.2049687265339543,0.03319786748486134,1,0.0028042859933394637
8426,"Biberach, Landkreis",12.619875645484244,-387.1111111111111,-0.20515067150925875,0.01372405618742592,0,0.002648979900638035
3353,"Harburg, Landkreis",9.976065400515994,-502.55555555555554,-0.20692283374942072,0.0218797587381864,0,0.0036483493763692244
1060,"Segeberg, Landkreis",8.997054701055244,-555,-0.21086465908313765,0.02523492382081927,0,0.0036974728583158475
9274,"Landshut, Landkreis",15.099751968079369,-322.22222222222223,-0.21436322295844898,0.014551097374061142,0,0.001112955437264292
9177,"Erding, Landkreis",13.53829557713053,-284.1111111111111,-0.21814763057718245,0.010592910785774817,0,0.0026314251483007508
12063,"Havelland, Landkreis",17.995978905041106,-354.6111111111111,-0.2304555097749528,0.03395557214859063,1,0.0037296994586522307
9183,"M�hldorf a.Inn, Landkreis",15.464061626390011,-257.77777777777777,-0.2360018839460734,0.019626853938472827,0,0.0024736649022587915
9273,"Kelheim, Landkreis",14.89818919528139,-283.1111111111111,-0.24568792619334154,0.014531163566409894,0,0.002656891156631082
9186,"Pfaffenhofen a.d.Ilm, Landkreis",15.168860904407556,-298.8333333333333,-0.2490547587099711,0.010368809606793193,0,0.0020294033775862612
12072,"Teltow-Fl�ming, Landkreis",19.957673905042324,-419.3333333333333,-0.26135154899614405,0.030157588830966506,1,0.0026316735574330396
12061,"Dahme-Spreewald, Landkreis",21.40787722183071,-423,-0.2630711535949948,0.025137611389023363,1,0.0031783598993539285
9178,"Freising, Landkreis",12.346378498655652,-445.55555555555554,-0.26362674134995306,0.012106945622679034,0,0.0026191452664932557
9174,"Dachau, Landkreis",12.326364364081556,-384,-0.2659150872187636,0.012763337982881803,0,0.0025605259883564827
12060,"Barnim, Landkreis",20.58919477318448,-478.05555555555554,-0.27513355407965034,0.03369382519462137,1,0.0027136411889596606
9175,"Ebersberg, Landkreis",10.343870656370656,-405.27777777777777,-0.3047040966097858,0.01078125,0,0.003774147727272727
3159,"G�ttingen, Landkreis",8.09881207840077,-44.55555555555556,\N,0.030423490104744603,0,0.0007913765562316332
