Wahlkreiscode,Wahlkreis,AfDShare2017,AvgNetFortzuege2014-2017,FortzuegeProzentFrom2013Population,Arbeitslos,EastWest,Ausbildung
9275,"Passau, Landkreis",17.214102552485887,-246.55555555555554,-0.13279163442624625,0.01787888968210641,0,0.001871876706000924
8417,"Zollernalbkreis, Landkreis",14.573273605212636,-247.11111111111111,-0.13385213071045737,0.018855290428867515,0,0.002129988839878833
5774,"Paderborn, Kreis",9.913266982770761,-399.8888888888889,-0.13478431513539094,0.030766762072556506,0,0.0047373281547802275
9190,"Weilheim-Schongau, Landkreis",11.733630769985046,-175.83333333333334,-0.13485495742162446,0.013817298811190894,0,0.0031329142210171916
9675,"Kitzingen, Landkreis",10.874075162018764,-118.94444444444444,-0.13501531771166367,0.014386977628857999,0,0.005502659545057449
8337,"Waldshut, Landkreis",10.450342504464992,-225.05555555555554,-0.13700761303719944,0.017174114854463626,0,0.0026005005934264798
9278,"Straubing-Bogen, Landkreis",17.13285553122304,-133.66666666666666,-0.13734334809517434,0.014052765480077726,0,0.0015905767343095817
3460,"Vechta, Landkreis",6.991184060571923,-185.61111111111111,-0.1383216912921508,0.02395759214458517,0,0.003819553152127508
3451,"Ammerland, Landkreis",7.942677030744985,-167.44444444444446,-0.14086942703440403,0.022459615649594332,0,0.002718496964588213
3358,"Heidekreis, Landkreis",9.708091309334419,-192.66666666666666,-0.14140568998881953,0.0319556574813622,0,0.00333862932156234
9572,"Erlangen-H�chstadt, Landkreis",10.495466510675636,-187.22222222222223,-0.14182212391466126,0.011430978172521318,0,0.003625105295047808
9771,"Aichach-Friedberg, Landkreis",14.288551778930902,-183.38888888888889,-0.1427873156763257,0.012443814293040515,0,0.0016184500286584814
9575,"Neustadt a.d.Aisch-Bad Windsheim, Landkreis",10.90003166191738,-139.55555555555554,-0.14316033273379233,0.012213847713290713,0,0.003010808803604942
7131,"Ahrweiler, Landkreis",8.806464198960391,-181.11111111111111,-0.1436227110681124,0.019990070899979832,0,0.0045999658687186805
3251,"Diepholz, Landkreis",8.420506144714615,-305.1111111111111,-0.1453221457508089,0.023114456604262725,0,0.00328778030850138
3458,"Oldenburg, Landkreis",8.905213210012814,-184.66666666666666,-0.1468195285874052,0.020696715002616915,0,0.0014808657368923371
9776,"Lindau (Bodensee), Landkreis",8.988861065538382,-116.88888888888889,-0.14807495520451097,0.013074875536057573,0,0.0026963079804801105
9780,"Oberallg�u, Landkreis",10.297540948914378,-222.83333333333334,-0.1480836622850736,0.014556699963769992,0,0.0013689767610372133
9181,"Landsberg am Lech, Landkreis",10.906104571584999,-170.27777777777777,-0.14816297250211252,0.014327561460790157,0,0.003565523203599097
9277,"Rottal-Inn, Landkreis",15.280858993699532,-176.44444444444446,-0.14996892961093083,0.016366068239027674,0,0.0024474333518870826
9187,"Rosenheim, Landkreis",13.691904725039352,-377,-0.15091469516832792,0.013139383848078043,0,0.0022424445652132015
8436,"Ravensburg, Landkreis",10.401751926250355,-414.94444444444446,-0.15169424743892826,0.015759150474469047,0,0.0032457354270221416
9375,"Regensburg, Landkreis",14.449126518356762,-282.3333333333333,-0.15180843818331705,0.01064516129032258,0,0.0007575442247658689
8425,"Alb-Donau-Kreis, Landkreis",12.459522250428325,-288.72222222222223,-0.15366392513902785,0.01527007794316366,0,0.0021137651634648485
6439,Rheingau-Taunus-Kreis,11.614530410799825,-284.8333333333333,-0.15720146439281033,0.02408334315816551,0,0.0039978135282580035
9777,"Ostallg�u, Landkreis",11.452028525199257,-212.61111111111111,-0.15775731508344623,0.013232527750254885,0,0.0018796938497106508
8415,"Reutlingen, Landkreis",12.92523981314759,-437.6111111111111,-0.1585438361529863,0.019516787166583845,0,0.003136963962009281
9376,"Schwandorf, Landkreis",16.80575972590372,-227.38888888888889,-0.1589465181664259,0.01585806249018684,0,0.0029149344310416625
3453,"Cloppenburg, Landkreis",9.060422154403147,-254.61111111111111,-0.158957091643636,0.02610093791871371,0,0.0024403751674854845
8126,"Hohenlohekreis, Landkreis",14.839282036658588,-172.11111111111111,-0.15956011265005754,0.015494829072105717,0,0.0021455759839126686
8326,"Schwarzwald-Baar-Kreis, Landkreis",12.803852074607095,-328.77777777777777,-0.16030902422242813,0.017319501721060383,0,0.002714872139654462
3157,"Peine, Landkreis",10.322004253123781,-212.33333333333334,-0.1631488496341318,0.027945234239097835,0,0.003573570871573391
8317,"Ortenaukreis, Landkreis",12.021367157572147,-674.1666666666666,-0.1633638494580925,0.018258783092136775,0,0.003295831259449865
9172,"Berchtesgadener Land, Landkreis",13.12642369020501,-168.44444444444446,-0.16458331976280885,0.018971556943228114,0,0.0024425998553097516
3355,"L�neburg, Landkreis",9.21679276818288,-290.94444444444446,-0.16462931212799647,0.028863499699338546,0,0.003977477723719456
9772,"Augsburg, Landkreis",13.75015264379045,-399.6666666666667,-0.1658980564053393,0.013949038977257263,0,0.00189242629223737
9185,"Neuburg-Schrobenhausen, Landkreis",15.068567304222302,-154.16666666666666,-0.16630708378281203,0.012145917391123497,0,0.0024146250155983526
8127,"Schw�bisch Hall, Landkreis",14.493025348732564,-312.6666666666667,-0.16659384845998365,0.017564095302338274,0,0.0029155059396610765
9189,"Traunstein, Landkreis",11.429041276105904,-287.94444444444446,-0.1690171893383839,0.015531226955584548,0,0.0029145158545578306
6435,Main-Kinzig-Kreis,14.709458354149996,-685.5555555555555,-0.16927506649601987,0.02428934884076823,0,0.0032065383732496748
8316,"Emmendingen, Landkreis",10.025733401955739,-269.8888888888889,-0.1706246097023516,0.015560493467385497,0,0.002150420127252416
